teff	logg	MH	alpha	vmic
5500	3.5	-1.5	0.4	1.07
5500	3.5	-2	0.4	1.06
5500	4	1	0	1.11
5500	4	0.5	0	1.08
5500	4	0	0	1.05
5500	4	-0.5	0	1.03
5500	4	-1	0.4	1.01
5500	4	-1.5	0.4	1
5500	4	-2	0.4	0.99
5500	4.5	1	0	1.04
5500	4.5	0.5	0	1.01
5500	4.5	0	0	0.98
5500	4.5	-0.5	0	0.96
5500	4.5	-1	0.4	0.94
5500	4.5	-1.5	0.4	0.93
5500	4.5	-2	0.4	0.92
5500	5	1	0	0.97
5500	5	0.5	0	0.93
5500	5	0	0	0.91
5500	5	-0.5	0	0.88
5500	5	-1	0.4	0.87
5500	5	-1.5	0.4	0.85
5500	5	-2	0.4	0.85
5600	1	1	0	1.73
5600	1	0.5	0	1.7
5600	1	0	0	1.67
5600	1	-0.5	0	1.65
5600	1	-1	0.4	1.63
5600	1	-1.5	0.4	1.62
5600	1	-2	0.4	1.61
5600	1.5	1	0	1.67
5600	1.5	0.5	0	1.64
5600	1.5	0	0	1.61
5600	1.5	-0.5	0	1.59
5600	1.5	-1	0.4	1.57
5600	1.5	-1.5	0.4	1.56
5600	1.5	-2	0.4	1.55
5600	2	1	0	1.61
5600	2	0.5	0	1.58
5600	2	0	0	1.55
5600	2	-0.5	0	1.53
5600	2	-1	0.4	1.51
5600	2	-1.5	0.4	1.5
5600	2	-2	0.4	1.49
5600	2.5	1	0	1.55
5600	2.5	0.5	0	1.52
5600	2.5	0	0	1.49
5600	2.5	-0.5	0	1.47
5600	2.5	-1	0.4	1.45
5600	2.5	-1.5	0.4	1.44
5600	2.5	-2	0.4	1.43
5600	3	1	0	1.49
5600	3	0.5	0	1.46
5600	3	0	0	1.43
5600	3	-0.5	0	1.41
5600	3	-1	0.4	1.39
5600	3	-1.5	0.4	1.38
5600	3	-2	0.4	1.37
5600	3.5	1	0	1.21
5600	3.5	0.5	0	1.17
5600	3.5	0	0	1.15
5600	3.5	-0.5	0	1.12
5600	3.5	-1	0.4	1.11
5600	3.5	-1.5	0.4	1.09
5600	3.5	-2	0.4	1.09
5600	4	1	0	1.14
5600	4	0.5	0	1.1
5600	4	0	0	1.08
5600	4	-0.5	0	1.05
5600	4	-1	0.4	1.04
5600	4	-1.5	0.4	1.02
5600	4	-2	0.4	1.02
5600	4.5	1	0	1.07
5600	4.5	0.5	0	1.03
5600	4.5	0	0	1.01
5600	4.5	-0.5	0	0.98
5600	4.5	-1	0.4	0.97
5600	4.5	-1.5	0.4	0.95
5600	4.5	-2	0.4	0.95
5600	5	1	0	0.99
5600	5	0.5	0	0.96
5600	5	0	0	0.93
5600	5	-0.5	0	0.91
5600	5	-1	0.4	0.89
5600	5	-1.5	0.4	0.88
5600	5	-2	0.4	0.87
5700	1	1	0	1.78
5700	1	0.5	0	1.75
5700	1	0	0	1.72
5700	1	-0.5	0	1.7
5700	1	-1	0.4	1.68
5700	1	-1.5	0.4	1.67
5700	1	-2	0.4	1.66
5700	1.5	1	0	1.72
5700	1.5	0.5	0	1.69
5700	1.5	0	0	1.66
5700	1.5	-0.5	0	1.64
5700	1.5	-1	0.4	1.62
5700	1.5	-1.5	0.4	1.61
5700	1.5	-2	0.4	1.6
5700	2	1	0	1.66
5700	2	0.5	0	1.63
5700	2	0	0	1.6
5700	2	-0.5	0	1.58
5700	2	-1	0.4	1.56
5700	2	-1.5	0.4	1.55
5700	2	-2	0.4	1.54
5700	2.5	1	0	1.6
5700	2.5	0.5	0	1.57
5700	2.5	0	0	1.54
5700	2.5	-0.5	0	1.52
5700	2.5	-1	0.4	1.5
5700	2.5	-1.5	0.4	1.49
5700	2.5	-2	0.4	1.48
5700	3	1	0	1.54
5700	3	0.5	0	1.51
5700	3	0	0	1.48
5700	3	-0.5	0	1.46
5700	3	-1	0.4	1.44
5700	3	-1.5	0.4	1.43
5700	3	-2	0.4	1.42
5700	3.5	1	0	1.23
5700	3.5	0.5	0	1.2
5700	3.5	0	0	1.17
5700	3.5	-0.5	0	1.15
5700	3.5	-1	0.4	1.13
5700	3.5	-1.5	0.4	1.12
5700	3.5	-2	0.4	1.11
5700	4	1	0	1.17
5700	4	0.5	0	1.13
5700	4	0	0	1.11
5700	4	-0.5	0	1.08
5700	4	-1	0.4	1.07
5700	4	-1.5	0.4	1.05
5700	4	-2	0.4	1.05
5700	4.5	1	0	1.09
5700	4.5	0.5	0	1.06
5700	4.5	0	0	1.03
5700	4.5	-0.5	0	1.01
5700	4.5	-1	0.4	0.99
5700	4.5	-1.5	0.4	0.98
5700	4.5	-2	0.4	0.97
5700	5	1	0	1.02
5700	5	0.5	0	0.99
5700	5	0	0	0.96
5700	5	-0.5	0	0.94
5700	5	-1	0.4	0.92
5700	5	-1.5	0.4	0.91
5700	5	-2	0.4	0.9
5800	1	1	0	1.83
5800	1	0.5	0	1.8
5800	1	0	0	1.77
5800	1	-0.5	0	1.75
5800	1	-1	0.4	1.73
5800	1	-1.5	0.4	1.72
5800	1	-2	0.4	1.71
5800	1.5	1	0	1.78
5800	1.5	0.5	0	1.74
5800	1.5	0	0	1.72
5800	1.5	-0.5	0	1.69
5800	1.5	-1	0.4	1.68
5800	1.5	-1.5	0.4	1.66
5800	1.5	-2	0.4	1.66
5800	2	1	0	1.72
5800	2	0.5	0	1.69
5800	2	0	0	1.66
5800	2	-0.5	0	1.64
5800	2	-1	0.4	1.62
5800	2	-1.5	0.4	1.61
5800	2	-2	0.4	1.6
5800	2.5	1	0	1.66
5800	2.5	0.5	0	1.62
5800	2.5	0	0	1.6
5800	2.5	-0.5	0	1.57
5800	2.5	-1	0.4	1.56
5800	2.5	-1.5	0.4	1.54
5800	2.5	-2	0.4	1.54
5800	3	1	0	1.59
5800	3	0.5	0	1.56
5800	3	0	0	1.53
5800	3	-0.5	0	1.51
5800	3	-1	0.4	1.49
5800	3	-1.5	0.4	1.48
5800	3	-2	0.4	1.47
5800	3.5	1	0	1.27
5800	3.5	0.5	0	1.24
5800	3.5	0	0	1.21
5800	3.5	-0.5	0	1.19
5800	3.5	-1	0.4	1.17
5800	3.5	-1.5	0.4	1.16
5800	3.5	-2	0.4	1.15
5800	4	1	0	1.2
5800	4	0.5	0	1.17
5800	4	0	0	1.14
5800	4	-0.5	0	1.12
5800	4	-1	0.4	1.1
5800	4	-1.5	0.4	1.09
5800	4	-2	0.4	1.08
5800	4.5	1	0	1.13
5800	4.5	0.5	0	1.1
5800	4.5	0	0	1.07
5800	4.5	-0.5	0	1.05
5800	4.5	-1	0.4	1.03
5800	4.5	-1.5	0.4	1.02
5800	4.5	-2	0.4	1.01
5800	5	1	0	1.05
5800	5	0.5	0	1.02
5800	5	0	0	0.99
5800	5	-0.5	0	0.97
5800	5	-1	0.4	0.95
5800	5	-1.5	0.4	0.94
5800	5	-2	0.4	0.93
5900	1	1	0	1.9
5900	1	0.5	0	1.86
5900	1	0	0	1.84
5900	1	-0.5	0	1.81
5900	1	-1	0.4	1.8
5900	1	-1.5	0.4	1.78
5900	1	-2	0.4	1.78
5900	1.5	1	0	1.84
5900	1.5	0.5	0	1.81
5900	1.5	0	0	1.78
5900	1.5	-0.5	0	1.76
5900	1.5	-1	0.4	1.74
5900	1.5	-1.5	0.4	1.73
5900	1.5	-2	0.4	1.72
5900	2	1	0	1.78
5900	2	0.5	0	1.75
5900	2	0	0	1.72
5900	2	-0.5	0	1.7
5900	2	-1	0.4	1.68
5900	2	-1.5	0.4	1.67
5900	2	-2	0.4	1.66
5900	2.5	1	0	1.72
5900	2.5	0.5	0	1.69
5900	2.5	0	0	1.66
5900	2.5	-0.5	0	1.64
5900	2.5	-1	0.4	1.62
5900	2.5	-1.5	0.4	1.61
5900	2.5	-2	0.4	1.6
5900	3	1	0	1.66
5900	3	0.5	0	1.62
5900	3	0	0	1.6
5900	3	-0.5	0	1.57
5900	3	-1	0.4	1.56
5900	3	-1.5	0.4	1.54
5900	3	-2	0.4	1.54
5900	3.5	1	0	1.3
5900	3.5	0.5	0	1.27
5900	3.5	0	0	1.24
5900	3.5	-0.5	0	1.22
5900	3.5	-1	0.4	1.2
5900	3.5	-1.5	0.4	1.19
5900	3.5	-2	0.4	1.18
5900	4	1	0	1.23
5900	4	0.5	0	1.2
5900	4	0	0	1.17
5900	4	-0.5	0	1.15
5900	4	-1	0.4	1.13
5900	4	-1.5	0.4	1.12
5900	4	-2	0.4	1.11
5900	4.5	1	0	1.16
5900	4.5	0.5	0	1.13
5900	4.5	0	0	1.1
5900	4.5	-0.5	0	1.08
5900	4.5	-1	0.4	1.06
5900	4.5	-1.5	0.4	1.05
5900	4.5	-2	0.4	1.04
5900	5	1	0	1.09
5900	5	0.5	0	1.06
5900	5	0	0	1.03
5900	5	-0.5	0	1.01
5900	5	-1	0.4	0.99
5900	5	-1.5	0.4	0.98
5900	5	-2	0.4	0.97
6000	1	1	0	1.96
6000	1	0.5	0	1.93
6000	1	0	0	1.9
6000	1	-0.5	0	1.88
6000	1	-1	0.4	1.86
6000	1	-1.5	0.4	1.85
6000	1	-2	0.4	1.84
6000	1.5	1	0	1.91
6000	1.5	0.5	0	1.87
6000	1.5	0	0	1.85
6000	1.5	-0.5	0	1.82
6000	1.5	-1	0.4	1.81
6000	1.5	-1.5	0.4	1.79
6000	1.5	-2	0.4	1.79
6000	2	1	0	1.85
6000	2	0.5	0	1.82
6000	2	0	0	1.79
6000	2	-0.5	0	1.77
6000	2	-1	0.4	1.75
6000	2	-1.5	0.4	1.74
6000	2	-2	0.4	1.73
6000	2.5	1	0	1.79
6000	2.5	0.5	0	1.75
6000	2.5	0	0	1.73
6000	2.5	-0.5	0	1.7
6000	2.5	-1	0.4	1.69
6000	2.5	-1.5	0.4	1.67
6000	2.5	-2	0.4	1.67
6000	3	1	0	1.72
6000	3	0.5	0	1.69
6000	3	0	0	1.66
6000	3	-0.5	0	1.64
6000	3	-1	0.4	1.62
6000	3	-1.5	0.4	1.61
6000	3	-2	0.4	1.6
6000	3.5	1	0	1.34
6000	3.5	0.5	0	1.31
6000	3.5	0	0	1.28
6000	3.5	-0.5	0	1.26
6000	3.5	-1	0.4	1.24
6000	3.5	-1.5	0.4	1.23
6000	3.5	-2	0.4	1.22
6000	4	1	0	1.27
6000	4	0.5	0	1.24
6000	4	0	0	1.21
6000	4	-0.5	0	1.19
6000	4	-1	0.4	1.17
6000	4	-1.5	0.4	1.16
6000	4	-2	0.4	1.15
6000	4.5	1	0	1.2
6000	4.5	0.5	0	1.17
6000	4.5	0	0	1.14
6000	4.5	-0.5	0	1.12
6000	4.5	-1	0.4	1.1
6000	4.5	-1.5	0.4	1.09
6000	4.5	-2	0.4	1.08
6000	5	1	0	1.13
6000	5	0.5	0	1.1
6000	5	0	0	1.07
6000	5	-0.5	0	1.05
6000	5	-1	0.4	1.03
6000	5	-1.5	0.4	1.02
6000	5	-2	0.4	1.01
6100	1	1	0	2.04
6100	1	0.5	0	2
6100	1	0	0	1.98
6100	1	-0.5	0	1.95
6100	1	-1	0.4	1.94
6100	1	-1.5	0.4	1.92
6100	1	-2	0.4	1.92
6100	1.5	1	0	1.98
6100	1.5	0.5	0	1.95
6100	1.5	0	0	1.92
6100	1.5	-0.5	0	1.9
6100	1.5	-1	0.4	1.88
6100	1.5	-1.5	0.4	1.87
6100	1.5	-2	0.4	1.86
6100	2	1	0	1.92
6100	2	0.5	0	1.89
6100	2	0	0	1.86
6100	2	-0.5	0	1.84
6100	2	-1	0.4	1.82
6100	2	-1.5	0.4	1.81
6100	2	-2	0.4	1.8
6100	2.5	1	0	1.86
6100	2.5	0.5	0	1.83
6100	2.5	0	0	1.8
6100	2.5	-0.5	0	1.78
6100	2.5	-1	0.4	1.76
6100	2.5	-1.5	0.4	1.75
6100	2.5	-2	0.4	1.74
6100	3	1	0	1.8
6100	3	0.5	0	1.76
6100	3	0	0	1.74
6100	3	-0.5	0	1.71
6100	3	-1	0.4	1.7
6100	3	-1.5	0.4	1.68
6100	3	-2	0.4	1.68
6100	3.5	1	0	1.38
6100	3.5	0.5	0	1.35
6100	3.5	0	0	1.32
6100	3.5	-0.5	0	1.3
6100	3.5	-1	0.4	1.28
6100	3.5	-1.5	0.4	1.27
6100	3.5	-2	0.4	1.26
6100	4	1	0	1.31
6100	4	0.5	0	1.28
6100	4	0	0	1.25
6100	4	-0.5	0	1.23
6100	4	-1	0.4	1.21
6100	4	-1.5	0.4	1.2
6100	4	-2	0.4	1.19
6100	4.5	1	0	1.24
6100	4.5	0.5	0	1.21
6100	4.5	0	0	1.18
6100	4.5	-0.5	0	1.16
6100	4.5	-1	0.4	1.14
6100	4.5	-1.5	0.4	1.13
6100	4.5	-2	0.4	1.12
6100	5	1	0	1.17
6100	5	0.5	0	1.14
6100	5	0	0	1.11
6100	5	-0.5	0	1.09
6100	5	-1	0.4	1.07
6100	5	-1.5	0.4	1.06
6100	5	-2	0.4	1.05
6200	1	1	0	2.12
6200	1	0.5	0	2.09
6200	1	0	0	2.06
6200	1	-0.5	0	2.04
6200	1	-1	0.4	2.02
6200	1	-1.5	0.4	2.01
6200	1	-2	0.4	2
6200	1.5	1	0	2.06
6200	1.5	0.5	0	2.03
6200	1.5	0	0	2
6200	1.5	-0.5	0	1.98
6200	1.5	-1	0.4	1.96
6200	1.5	-1.5	0.4	1.95
6200	1.5	-2	0.4	1.94
6200	2	1	0	2
6200	2	0.5	0	1.97
6200	2	0	0	1.94
6200	2	-0.5	0	1.92
6200	2	-1	0.4	1.9
6200	2	-1.5	0.4	1.89
6200	2	-2	0.4	1.88
6200	2.5	1	0	1.94
6200	2.5	0.5	0	1.91
6200	2.5	0	0	1.88
6200	2.5	-0.5	0	1.86
6200	2.5	-1	0.4	1.84
6200	2.5	-1.5	0.4	1.83
6200	2.5	-2	0.4	1.82
6200	3	1	0	1.88
6200	3	0.5	0	1.85
6200	3	0	0	1.82
6200	3	-0.5	0	1.8
6200	3	-1	0.4	1.78
6200	3	-1.5	0.4	1.77
6200	3	-2	0.4	1.76
6200	3.5	1	0	1.43
6200	3.5	0.5	0	1.4
6200	3.5	0	0	1.37
6200	3.5	-0.5	0	1.35
6200	3.5	-1	0.4	1.33
6200	3.5	-1.5	0.4	1.32
6200	3.5	-2	0.4	1.31
6200	4	1	0	1.36
6200	4	0.5	0	1.33
6200	4	0	0	1.3
6200	4	-0.5	0	1.28
6200	4	-1	0.4	1.26
6200	4	-1.5	0.4	1.25
6200	4	-2	0.4	1.24
6200	4.5	1	0	1.29
6200	4.5	0.5	0	1.26
6200	4.5	0	0	1.23
6200	4.5	-0.5	0	1.21
6200	4.5	-1	0.4	1.19
6200	4.5	-1.5	0.4	1.18
6200	4.5	-2	0.4	1.17
6200	5	1	0	1.21
6200	5	0.5	0	1.18
6200	5	0	0	1.15
6200	5	-0.5	0	1.13
6200	5	-1	0.4	1.11
6200	5	-1.5	0.4	1.1
6200	5	-2	0.4	1.09
6300	1	1	0	2.2
6300	1	0.5	0	2.17
6300	1	0	0	2.14
6300	1	-0.5	0	2.12
6300	1	-1	0.4	2.1
6300	1	-1.5	0.4	2.09
6300	1	-2	0.4	2.08
6300	1.5	1	0	2.15
6300	1.5	0.5	0	2.12
6300	1.5	0	0	2.09
6300	1.5	-0.5	0	2.07
6300	1.5	-1	0.4	2.05
6300	1.5	-1.5	0.4	2.04
6300	1.5	-2	0.4	2.03
6300	2	1	0	2.09
6300	2	0.5	0	2.06
6300	2	0	0	2.03
6300	2	-0.5	0	2.01
6300	2	-1	0.4	1.99
6300	2	-1.5	0.4	1.98
6300	2	-2	0.4	1.97
6300	2.5	1	0	2.03
6300	2.5	0.5	0	2
6300	2.5	0	0	1.97
6300	2.5	-0.5	0	1.95
6300	2.5	-1	0.4	1.93
6300	2.5	-1.5	0.4	1.92
6300	2.5	-2	0.4	1.91
6300	3	1	0	1.96
6300	3	0.5	0	1.93
6300	3	0	0	1.9
6300	3	-0.5	0	1.88
6300	3	-1	0.4	1.86
6300	3	-1.5	0.4	1.85
6300	3	-2	0.4	1.84
6300	3.5	1	0	1.48
6300	3.5	0.5	0	1.44
6300	3.5	0	0	1.42
6300	3.5	-0.5	0	1.39
6300	3.5	-1	0.4	1.38
6300	3.5	-1.5	0.4	1.36
6300	3.5	-2	0.4	1.36
6300	4	1	0	1.41
6300	4	0.5	0	1.37
6300	4	0	0	1.35
6300	4	-0.5	0	1.32
6300	4	-1	0.4	1.31
6300	4	-1.5	0.4	1.29
6300	4	-2	0.4	1.29
6300	4.5	1	0	1.34
6300	4.5	0.5	0	1.3
6300	4.5	0	0	1.28
6300	4.5	-0.5	0	1.25
6300	4.5	-1	0.4	1.24
6300	4.5	-1.5	0.4	1.22
6300	4.5	-2	0.4	1.22
6300	5	1	0	1.26
6300	5	0.5	0	1.23
6300	5	0	0	1.2
6300	5	-0.5	0	1.18
6300	5	-1	0.4	1.16
6300	5	-1.5	0.4	1.15
6300	5	-2	0.4	1.14
6400	1	1	0	2.3
6400	1	0.5	0	2.26
6400	1	0	0	2.24
6400	1	-0.5	0	2.21
6400	1	-1	0.4	2.2
6400	1	-1.5	0.4	2.18
6400	1	-2	0.4	2.18
6400	1.5	1	0	2.24
6400	1.5	0.5	0	2.21
6400	1.5	0	0	2.18
6400	1.5	-0.5	0	2.16
6400	1.5	-1	0.4	2.14
6400	1.5	-1.5	0.4	2.13
6400	1.5	-2	0.4	2.12
6400	2	1	0	2.18
6400	2	0.5	0	2.15
6400	2	0	0	2.12
6400	2	-0.5	0	2.1
6400	2	-1	0.4	2.08
6400	2	-1.5	0.4	2.07
6400	2	-2	0.4	2.06
6400	2.5	1	0	2.12
6400	2.5	0.5	0	2.09
6400	2.5	0	0	2.06
6400	2.5	-0.5	0	2.04
6400	2.5	-1	0.4	2.02
6400	2.5	-1.5	0.4	2.01
6400	2.5	-2	0.4	2
6400	3	1	0	2.06
6400	3	0.5	0	2.02
6400	3	0	0	2
6400	3	-0.5	0	1.97
6400	3	-1	0.4	1.96
6400	3	-1.5	0.4	1.94
6400	3	-2	0.4	1.94
6400	3.5	1	0	1.53
6400	3.5	0.5	0	1.49
6400	3.5	0	0	1.47
6400	3.5	-0.5	0	1.44
6400	3.5	-1	0.4	1.43
6400	3.5	-1.5	0.4	1.41
6400	3.5	-2	0.4	1.41
6400	4	1	0	1.46
6400	4	0.5	0	1.42
6400	4	0	0	1.4
6400	4	-0.5	0	1.37
6400	4	-1	0.4	1.36
6400	4	-1.5	0.4	1.34
6400	4	-2	0.4	1.34
6400	4.5	1	0	1.39
6400	4.5	0.5	0	1.35
6400	4.5	0	0	1.33
6400	4.5	-0.5	0	1.3
6400	4.5	-1	0.4	1.29
6400	4.5	-1.5	0.4	1.27
6400	4.5	-2	0.4	1.27
6400	5	1	0	1.31
6400	5	0.5	0	1.28
6400	5	0	0	1.25
6400	5	-0.5	0	1.23
6400	5	-1	0.4	1.21
6400	5	-1.5	0.4	1.2
6400	5	-2	0.4	1.19
6500	1	1	0	2.4
6500	1	0.5	0	2.36
6500	1	0	0	2.34
6500	1	-0.5	0	2.31
6500	1	-1	0.4	2.3
6500	1	-1.5	0.4	2.28
6500	1	-2	0.4	2.28
6500	1.5	1	0	2.34
6500	1.5	0.5	0	2.31
6500	1.5	0	0	2.28
6500	1.5	-0.5	0	2.26
6500	1.5	-1	0.4	2.24
6500	1.5	-1.5	0.4	2.23
6500	1.5	-2	0.4	2.22
6500	2	1	0	2.28
6500	2	0.5	0	2.25
6500	2	0	0	2.22
6500	2	-0.5	0	2.2
6500	2	-1	0.4	2.18
6500	2	-1.5	0.4	2.17
6500	2	-2	0.4	2.16
6500	2.5	1	0	2.22
6500	2.5	0.5	0	2.19
6500	2.5	0	0	2.16
6500	2.5	-0.5	0	2.14
6500	2.5	-1	0.4	2.12
6500	2.5	-1.5	0.4	2.11
6500	2.5	-2	0.4	2.1
6500	3	1	0	2.16
6500	3	0.5	0	2.12
6500	3	0	0	2.1
6500	3	-0.5	0	2.07
6500	3	-1	0.4	2.06
6500	3	-1.5	0.4	2.04
6500	3	-2	0.4	2.04
6500	3.5	1	0	1.58
6500	3.5	0.5	0	1.55
6500	3.5	0	0	1.52
6500	3.5	-0.5	0	1.5
6500	3.5	-1	0.4	1.48
6500	3.5	-1.5	0.4	1.47
6500	3.5	-2	0.4	1.46
6500	4	1	0	1.51
6500	4	0.5	0	1.48
6500	4	0	0	1.45
6500	4	-0.5	0	1.43
6500	4	-1	0.4	1.41
6500	4	-1.5	0.4	1.4
6500	4	-2	0.4	1.39
6500	4.5	1	0	1.44
6500	4.5	0.5	0	1.41
6500	4.5	0	0	1.38
6500	4.5	-0.5	0	1.36
6500	4.5	-1	0.4	1.34
6500	4.5	-1.5	0.4	1.33
6500	4.5	-2	0.4	1.32
6500	5	1	0	1.37
6500	5	0.5	0	1.33
6500	5	0	0	1.31
6500	5	-0.5	0	1.28
6500	5	-1	0.4	1.27
6500	5	-1.5	0.4	1.25
6500	5	-2	0.4	1.25
